notes_clean,injured,activated,days_injured,injury_type,injury_duration,player_name,year_end,position,height,weight,college,career_length,prior_injuries
placed on il with sprained back,2006-12-27,2006-12-30,3.0,joint,short,Steve Blake,2016,G,6-3,172.0,Maryland,13,3
placed on il with separated left shoulder,2009-01-15,2009-01-26,11.0,joint,medium,Steve Blake,2016,G,6-3,172.0,Maryland,13,4
placed on il with shoulder injury,2009-01-28,2009-02-18,21.0,joint,medium,Steve Blake,2016,G,6-3,172.0,Maryland,13,5
placed on il with costochondral rib fracture in chest,2012-01-13,2012-02-09,27.0,bone,medium,Steve Blake,2016,G,6-3,172.0,Maryland,13,6
placed on il with abdominal strain,2012-11-13,2013-01-29,77.0,muscle,long,Steve Blake,2016,G,6-3,172.0,Maryland,13,7
placed on il with surgery on left ankle,1990-11-28,1991-02-27,91.0,joint,long,Steve Colter,1995,G,6-3,165.0,New Mexico State,11,0
placed on il with bruised chest and left shoulder,2005-12-02,2005-12-07,5.0,joint,short,Steve Francis,2008,G,6-3,195.0,Maryland,9,0
placed on il with right knee tendinitis,2006-12-11,2006-12-23,12.0,joint,medium,Steve Francis,2008,G,6-3,195.0,Maryland,9,1
placed on il with right knee tendinitis,2006-12-31,2007-02-10,41.0,joint,medium,Steve Francis,2008,G,6-3,195.0,Maryland,9,2
placed on il with flu,2007-02-23,2007-03-02,7.0,illness,short,Steve Francis,2008,G,6-3,195.0,Maryland,9,3
placed on il with sprained right ankle,2007-04-06,2007-04-09,3.0,joint,short,Steve Francis,2008,G,6-3,195.0,Maryland,9,4
placed on il with flu,2007-12-19,2007-12-28,9.0,illness,medium,Steve Francis,2008,G,6-3,195.0,Maryland,9,5
placed on il with bilateral quadricep tendinitis,2007-12-31,2008-12-03,338.0,muscle,long,Steve Francis,2008,G,6-3,195.0,Maryland,9,6
placed on il with surgery on knee,2008-10-29,2008-12-03,35.0,joint,medium,Steve Francis,2008,G,6-3,195.0,Maryland,9,7
placed on ir with torn lateral meniscus in left knee,1996-10-31,1997-01-31,92.0,joint,long,Steve Hamer,1997,C,7-0,245.0,Tennessee,1,0
placed on il with sprained toe on left foot,1995-01-09,1995-01-20,11.0,joint,medium,Steve Henson,1999,G,5-11,177.0,Kansas State,9,0
placed on il with fractured left ring finger,1997-10-29,1997-12-05,37.0,bone,medium,Steve Henson,1999,G,5-11,177.0,Kansas State,9,1
placed on ir with right groin strain,1998-02-15,1998-02-27,12.0,muscle,medium,Steve Henson,1999,G,5-11,177.0,Kansas State,9,2
placed on il with strained lower back,1999-02-19,1999-05-05,75.0,muscle,long,Steve Henson,1999,G,5-11,177.0,Kansas State,9,3
placed on il with bone bruise in left knee,1997-11-14,1997-12-09,25.0,joint,medium,Steve Kerr,2003,G,6-3,175.0,Arizona,15,0
placed on ir with fractured left clavicle out 68 weeks,1998-01-16,1998-03-07,50.0,bone,long,Steve Kerr,2003,G,6-3,175.0,Arizona,15,1
placed on ir with synovitis in right knee,2000-03-06,,,joint,unknown,Steve Kerr,2003,G,6-3,175.0,Arizona,15,2
placed on il with sprained right ankle,1982-12-10,1983-01-06,27.0,joint,medium,Steve Mix,1983,F,6-7,215.0,Toledo,14,0
placed on il with right shoulder injury,2007-02-06,2007-02-20,14.0,joint,medium,Steve Nash,2014,G,6-3,195.0,Santa Clara University,18,0
placed on il with fractured left leg,2012-11-02,2012-12-22,50.0,bone,long,Steve Nash,2014,G,6-3,195.0,Santa Clara University,18,1
placed on il with sprained mcl in left knee out for season,2016-03-02,2016-11-05,248.0,joint,long,Steve Novak,2017,F,6-10,225.0,Marquette,11,0
placed on il with sprained ankle,1994-11-03,1995-02-24,113.0,joint,long,Steve Scheffler,1997,C-F,6-9,250.0,Purdue,7,0
placed on il with sprained right knee,1996-01-24,1996-02-24,31.0,joint,medium,Steve Scheffler,1997,C-F,6-9,250.0,Purdue,7,1
placed on il with a sprained right knee,1999-02-22,1999-03-04,10.0,joint,medium,Steve Smith,2005,G,6-7,200.0,Michigan State,14,0
placed on il with sprained left knee,1999-04-02,1999-04-16,14.0,joint,medium,Steve Smith,2005,G,6-7,200.0,Michigan State,14,1
placed on il with left knee tendinitis,2005-01-06,2005-01-19,13.0,joint,medium,Steve Smith,2005,G,6-7,200.0,Michigan State,14,2
placed on il with right knee tendinitis,2005-02-23,2005-03-07,12.0,joint,medium,Steve Smith,2005,G,6-7,200.0,Michigan State,14,3
placed on il with strained lower back,2005-02-26,2005-03-07,9.0,muscle,medium,Steve Smith,2005,G,6-7,200.0,Michigan State,14,4
placed on il with fractured right finger,2015-02-09,2015-03-08,27.0,bone,medium,Steven Adams,2022,C,6-11,265.0,Pitt,9,0
placed on il with concussion,2017-12-16,2017-12-20,4.0,concussion,short,Steven Adams,2022,C,6-11,265.0,Pitt,9,1
placed on il with bruised left knee,2019-10-30,2019-11-05,6.0,joint,short,Steven Adams,2022,C,6-11,265.0,Pitt,9,2
placed on il with bruised left knee,2019-11-10,2019-11-12,2.0,joint,short,Steven Adams,2022,C,6-11,265.0,Pitt,9,3
placed on il with bruised right knee,2020-01-17,2020-01-18,1.0,joint,short,Steven Adams,2022,C,6-11,265.0,Pitt,9,4
placed on il with sprained left ankle,2020-01-22,2020-01-25,3.0,joint,short,Steven Adams,2022,C,6-11,265.0,Pitt,9,5
placed on il with sore left ankle,2022-04-10,2022-04-15,5.0,joint,short,Steven Adams,2022,C,6-11,265.0,Pitt,9,6
placed on il with sore right ankle,2022-11-07,2022-11-09,2.0,joint,short,Steven Adams,2022,C,6-11,265.0,Pitt,9,7
placed on il with illness,2022-12-12,2022-12-15,3.0,illness,short,Steven Adams,2022,C,6-11,265.0,Pitt,9,8
placed on il with illness,2023-01-08,2023-01-09,1.0,illness,short,Steven Adams,2022,C,6-11,265.0,Pitt,9,9
placed on il with torn acl in right knee,2002-10-28,2003-01-12,76.0,joint,long,Steven Hunter,2010,C,7-0,220.0,DePaul,9,0
placed on il with knee injury,2006-11-18,2006-11-27,9.0,joint,medium,Steven Hunter,2010,C,7-0,220.0,DePaul,9,1
placed on il with sprained right knee,2006-11-21,2006-11-27,6.0,joint,short,Steven Hunter,2010,C,7-0,220.0,DePaul,9,2
placed on il with right knee tendinitis,2006-12-20,2006-12-22,2.0,joint,short,Steven Hunter,2010,C,7-0,220.0,DePaul,9,3
placed on il recovering from arthroscopic surgery on right knee,2007-11-23,2008-01-11,49.0,joint,long,Steven Hunter,2010,C,7-0,220.0,DePaul,9,4
placed on il with right knee inflammation,2008-10-29,2010-02-26,485.0,joint,long,Steven Hunter,2010,C,7-0,220.0,DePaul,9,5
placed on il with sore left knee out for season,2010-03-08,,,joint,unknown,Steven Hunter,2010,C,7-0,220.0,DePaul,9,6
placed on il with torn acl in right knee,2006-10-31,2006-11-07,7.0,joint,short,Stromile Swift,2009,F,6-9,225.0,LSU,9,0
placed on il with left ankle injury,2006-12-15,2006-12-18,3.0,joint,short,Stromile Swift,2009,F,6-9,225.0,LSU,9,1
placed on il with family illness,2006-12-23,2006-12-30,7.0,illness,short,Stromile Swift,2009,F,6-9,225.0,LSU,9,2
placed on il with stomach virus,2007-12-07,2007-12-11,4.0,illness,short,Stromile Swift,2009,F,6-9,225.0,LSU,9,3
placed on il with sore ankle,2008-01-25,2008-01-28,3.0,joint,short,Stromile Swift,2009,F,6-9,225.0,LSU,9,4
placed on il with flu,2008-02-20,2008-02-28,8.0,illness,medium,Stromile Swift,2009,F,6-9,225.0,LSU,9,5
placed on il with sprained right ankle,2008-12-12,2008-12-19,7.0,joint,short,Stromile Swift,2009,F,6-9,225.0,LSU,9,6
placed on il with fractured right hip out for season,2011-03-25,,,bone,unknown,Sundiata Gaines,2012,G,6-1,185.0,Georgia,3,0
placed on il with strained left quadriceps,2006-03-24,2006-04-01,8.0,muscle,medium,T.J. Ford,2012,G,6-0,165.0,Texas,9,0
placed on il with sprained right ankle,2007-01-03,2007-01-07,4.0,joint,short,T.J. Ford,2012,G,6-0,165.0,Texas,9,1
placed on il with sore right ankle,2007-01-22,2007-01-31,9.0,joint,medium,T.J. Ford,2012,G,6-0,165.0,Texas,9,2
placed on il with head  neck injury,2007-12-12,2008-02-04,54.0,concussion,long,T.J. Ford,2012,G,6-0,165.0,Texas,9,3
placed on il with sprained right wrist,2008-02-13,2008-02-22,9.0,joint,medium,T.J. Ford,2012,G,6-0,165.0,Texas,9,4
placed on il with strained groin,2008-12-17,2008-12-19,2.0,muscle,short,T.J. Ford,2012,G,6-0,165.0,Texas,9,5
placed on il with torn left hamstring,2012-01-11,2012-02-29,49.0,muscle,long,T.J. Ford,2012,G,6-0,165.0,Texas,9,6
placed on il with head injury f,2012-03-09,,,concussion,unknown,T.J. Ford,2012,G,6-0,165.0,Texas,9,7
placed on il with sprained left ankle,2017-11-05,2017-11-07,2.0,joint,short,T.J. Leaf,2021,F,6-10,222.0,UCLA,4,0
placed on il with sprained right ankle,2018-01-26,2018-01-29,3.0,joint,short,T.J. Leaf,2021,F,6-10,222.0,UCLA,4,1
placed on il with sore right knee,2020-01-24,2020-01-26,2.0,joint,short,T.J. Leaf,2021,F,6-10,222.0,UCLA,4,2
placed on il with illness,2021-05-07,2021-05-08,1.0,illness,short,T.J. Leaf,2021,F,6-10,222.0,UCLA,4,3
placed on il with bruisedsprained left shoulder,2017-11-30,2017-12-07,7.0,joint,short,T.J. McConnell,2022,G,6-1,190.0,"Duquesne, Arizona",7,0
placed on il with illness,2022-12-04,2022-12-07,3.0,illness,short,T.J. McConnell,2022,G,6-1,190.0,"Duquesne, Arizona",7,1
placed on il with fractured left thumb,2014-10-29,2014-11-09,11.0,bone,medium,T.J. Warren,2021,F,6-8,220.0,NC State,7,0
placed on il with illness,2015-11-18,2015-11-20,2.0,illness,short,T.J. Warren,2021,F,6-8,220.0,NC State,7,1
placed on il with stress fracture in right foot out for season,2016-02-19,2016-12-17,302.0,bone,long,T.J. Warren,2021,F,6-8,220.0,NC State,7,2
placed on il with illness,2016-11-19,2016-12-17,28.0,illness,medium,T.J. Warren,2021,F,6-8,220.0,NC State,7,3
placed on il with illness,2017-04-02,2017-04-05,3.0,illness,short,T.J. Warren,2021,F,6-8,220.0,NC State,7,4
placed on il with illness,2018-01-05,2018-01-07,2.0,illness,short,T.J. Warren,2021,F,6-8,220.0,NC State,7,5
placed on il with tailbone injury  concussion,2018-02-28,2018-03-02,2.0,concussion,short,T.J. Warren,2021,F,6-8,220.0,NC State,7,6
placed on il with inflammation in left knee out for season,2018-03-20,2018-11-06,231.0,joint,long,T.J. Warren,2021,F,6-8,220.0,NC State,7,7
placed on il with sore right ankle,2018-11-30,2018-12-10,10.0,joint,medium,T.J. Warren,2021,F,6-8,220.0,NC State,7,8
placed on il with sore right ankle out for season,2019-01-23,2020-02-08,381.0,joint,long,T.J. Warren,2021,F,6-8,220.0,NC State,7,9
placed on il with concussion,2020-02-03,2020-02-08,5.0,concussion,short,T.J. Warren,2021,F,6-8,220.0,NC State,7,10
placed on il with stress fracture in left foot out for season,2020-12-30,2022-12-02,702.0,bone,long,T.J. Warren,2021,F,6-8,220.0,NC State,7,11
placed on il with recovering from surgery on left foot to repair stress fracture out for season,2021-10-19,2022-12-02,409.0,bone,long,T.J. Warren,2021,F,6-8,220.0,NC State,7,12
placed on il with concussion,2019-10-26,2019-10-26,0.0,concussion,short,Tacko Fall,2022,C,7-6,311.0,Central Florida,3,0
placed on il with sprained left ankle,2021-01-17,2021-01-19,2.0,joint,short,Tacko Fall,2022,C,7-6,311.0,Central Florida,3,1
placed on il with concussion,2010-12-21,2010-12-22,1.0,concussion,short,Taj Gibson,2022,F,6-9,232.0,USC,13,0
placed on il with sprained left ankle,2012-01-23,2012-01-27,4.0,joint,short,Taj Gibson,2022,F,6-9,232.0,USC,13,1
placed on il with sore left knee,2013-03-02,2013-03-21,19.0,joint,medium,Taj Gibson,2022,F,6-9,232.0,USC,13,2
placed on il with sprained left knee,2013-04-04,2013-04-15,11.0,joint,medium,Taj Gibson,2022,F,6-9,232.0,USC,13,3
placed on il with sprained left ankle,2014-11-01,2014-11-04,3.0,joint,short,Taj Gibson,2022,F,6-9,232.0,USC,13,4
placed on il with sprained right ankle,2014-12-18,2014-12-22,4.0,joint,short,Taj Gibson,2022,F,6-9,232.0,USC,13,5
placed on il with illness,2015-02-23,2015-02-25,2.0,illness,short,Taj Gibson,2022,F,6-9,232.0,USC,13,6
placed on il with sore left ankle,2015-03-01,2015-03-20,19.0,joint,medium,Taj Gibson,2022,F,6-9,232.0,USC,13,7
placed on il with sore left ankle,2017-01-17,2017-01-20,3.0,joint,short,Taj Gibson,2022,F,6-9,232.0,USC,13,8
placed on il with sore left ankle,2017-01-29,2017-02-01,3.0,joint,short,Taj Gibson,2022,F,6-9,232.0,USC,13,9
placed on il with illness,2017-03-31,2017-04-02,2.0,illness,short,Taj Gibson,2022,F,6-9,232.0,USC,13,10
placed on il with strained left calf,2019-04-03,2019-04-10,7.0,muscle,short,Taj Gibson,2022,F,6-9,232.0,USC,13,11
placed on il with sprained left ankle,2021-02-28,2021-11-30,275.0,joint,long,Taj Gibson,2022,F,6-9,232.0,USC,13,12
placed on il with strained right calf,2021-05-06,2021-05-09,3.0,muscle,short,Talen Horton-Tucker,2022,G-F,6-4,234.0,Iowa State,3,0
placed on il with sprained left ankle,2022-03-21,2022-03-27,6.0,joint,short,Talen Horton-Tucker,2022,G-F,6-4,234.0,Iowa State,3,1
placed on il with sprained right ankle,2023-01-08,2023-01-13,5.0,joint,short,Talen Horton-Tucker,2022,G-F,6-4,234.0,Iowa State,3,2
placed on il with sore left ankle,2023-04-06,,,joint,unknown,Talen Horton-Tucker,2022,G-F,6-4,234.0,Iowa State,3,3
placed on il with right knee patella tendinitis,2003-03-19,2003-03-31,12.0,joint,medium,Tamar Slay,2005,G,6-8,215.0,Marshall,3,0
placed on ir with sprained right groin,2003-11-18,2003-12-12,24.0,joint,medium,Tamar Slay,2005,G,6-8,215.0,Marshall,3,1
placed on il with strained right groin,2003-12-26,2004-03-19,84.0,muscle,long,Tamar Slay,2005,G,6-8,215.0,Marshall,3,2
placed on il with sprained right ankle,2009-01-30,2009-02-18,19.0,joint,medium,Tarence Kinsey,2009,G,6-6,185.0,South Carolina,3,0
placed on il with sprained right ankle,2016-12-11,2016-12-16,5.0,joint,short,Tarik Black,2018,C-F,6-9,250.0,"Memphis, Kansas",4,0
placed on il with sore right ankle,2016-12-20,2016-12-23,3.0,joint,short,Tarik Black,2018,C-F,6-9,250.0,"Memphis, Kansas",4,1
placed on il with sprained right ankle  illness dtd,2017-03-17,2017-03-19,2.0,joint,short,Tarik Black,2018,C-F,6-9,250.0,"Memphis, Kansas",4,2
placed on il with knee injury,2017-04-02,2017-04-05,3.0,joint,short,Tarik Black,2018,C-F,6-9,250.0,"Memphis, Kansas",4,3
placed on il with strained right calf muscle,1997-10-30,1997-11-10,11.0,muscle,medium,Tariq Abdul-Wahad,2003,F,6-6,223.0,"Michigan, San Jose State",6,0
placed on il with sprained right ankle,2018-11-06,2018-11-07,1.0,joint,short,Taurean Prince,2022,F,6-7,218.0,Baylor,6,0
placed on il with left ankle injury,2018-12-05,2019-01-13,39.0,joint,medium,Taurean Prince,2022,F,6-7,218.0,Baylor,6,1
covid19 coronavirus out for season,2020-07-07,2021-01-20,197.0,illness,long,Taurean Prince,2022,F,6-7,218.0,Baylor,6,2
placed on il with left shoulder injury,2021-03-12,2021-03-29,17.0,joint,medium,Taurean Prince,2022,F,6-7,218.0,Baylor,6,3
placed on il with surgery on left ankle out for season,2021-04-23,2021-12-31,252.0,joint,long,Taurean Prince,2022,F,6-7,218.0,Baylor,6,4
placed on il with sore left knee,2010-01-11,2010-01-22,11.0,joint,medium,Tayshaun Prince,2016,F,6-9,212.0,Kentucky,14,0
placed on il with sprained left ankle,2014-04-06,2014-04-13,7.0,joint,short,Tayshaun Prince,2016,F,6-9,212.0,Kentucky,14,1
placed on il with sprained left ankle,2021-11-16,2021-11-18,2.0,joint,short,Terance Mann,2022,G-F,6-5,215.0,Florida State,3,0
placed on il with sore left ankle,2021-11-10,2021-11-12,2.0,joint,short,Terence Davis,2022,G,6-4,201.0,Ole Miss,3,0
placed on il with sore left ankle,2021-12-31,2022-01-07,7.0,joint,short,Terence Davis,2022,G,6-4,201.0,Ole Miss,3,1
placed on il with sprained left ankle,2002-10-28,2002-11-22,25.0,joint,medium,Terence Morris,2006,F,6-9,221.0,Maryland,5,0
placed on il with concussion,2018-03-10,2018-03-12,2.0,concussion,short,Terrance Ferguson,2021,G-F,6-6,190.0,Skipped college,4,0
placed on il with sprained left ankle,2018-11-23,2018-12-03,10.0,joint,medium,Terrance Ferguson,2021,G-F,6-6,190.0,Skipped college,4,1
placed on il with illness,2020-01-18,2020-02-05,18.0,illness,medium,Terrance Ferguson,2021,G-F,6-6,190.0,Skipped college,4,2
placed on il with right knee tendinitis,2000-10-30,2000-11-18,19.0,joint,medium,Terrance Roberson,2001,F,6-7,215.0,Fresno State,1,0
placed on il with right knee tendinitis,2000-12-13,2000-12-19,6.0,joint,short,Terrance Roberson,2001,F,6-7,215.0,Fresno State,1,1
placed on il with stress fracture of right tibia,1995-04-05,1995-10-08,186.0,bone,long,Terrell Brandon,2002,G,5-11,180.0,Oregon,11,0
placed on ir with severly sprained left ankle,1997-12-13,1997-12-30,17.0,joint,medium,Terrell Brandon,2002,G,5-11,180.0,Oregon,11,1
placed on il with sprained left ankle,1998-02-13,1998-04-01,47.0,joint,long,Terrell Brandon,2002,G,5-11,180.0,Oregon,11,2
placed on il with bruised right knee  thigh stats,1999-04-07,1999-04-21,14.0,joint,medium,Terrell Brandon,2002,G,5-11,180.0,Oregon,11,3
placed on il with flu,2000-04-18,2000-04-21,3.0,illness,short,Terrell Brandon,2002,G,5-11,180.0,Oregon,11,4
placed on ir with synovitis  loose body in left knee,2001-12-18,2002-01-19,32.0,joint,medium,Terrell Brandon,2002,G,5-11,180.0,Oregon,11,5
placed on il with left knee synovitis,2002-02-13,,,joint,unknown,Terrell Brandon,2002,G,5-11,180.0,Oregon,11,6
placed on il recovering from surgery on left knee,2002-10-28,,,joint,unknown,Terrell Brandon,2002,G,5-11,180.0,Oregon,11,7
placed on il with left knee injury,2003-10-27,,,joint,unknown,Terrell Brandon,2002,G,5-11,180.0,Oregon,11,8
placed on il with flu,2015-02-10,2015-02-20,10.0,illness,medium,Terrence Jones,2019,F,6-9,252.0,Kentucky,7,0
placed on il with injuries suffered in car accident p  concussion cbc y,2016-02-04,2016-02-23,19.0,concussion,medium,Terrence Jones,2019,F,6-9,252.0,Kentucky,7,1
placed on il with illness,2016-03-05,2016-03-14,9.0,illness,medium,Terrence Jones,2019,F,6-9,252.0,Kentucky,7,2
placed on il with illness,2016-12-23,2016-12-26,3.0,illness,short,Terrence Jones,2019,F,6-9,252.0,Kentucky,7,3
placed on il with sprained right thumb,2017-02-15,2017-02-23,8.0,joint,medium,Terrence Jones,2019,F,6-9,252.0,Kentucky,7,4
placed on il with illness,2019-03-11,2019-03-13,2.0,illness,short,Terrence Jones,2019,F,6-9,252.0,Kentucky,7,5
placed on il with sprained right ankle,1996-03-01,1996-04-22,52.0,joint,long,Terrence Rencher,1996,G,6-3,185.0,Texas,1,0
placed on il with sprained left ankle,2014-03-02,2014-03-07,5.0,joint,short,Terrence Ross,2022,F-G,6-6,206.0,Washington,10,0
placed on il with strained left thumb,2016-03-25,2016-03-30,5.0,muscle,short,Terrence Ross,2022,F-G,6-6,206.0,Washington,10,1
placed on il with sprained mcl in right knee and fractured right leg,2017-12-01,2018-04-08,128.0,bone,long,Terrence Ross,2022,F-G,6-6,206.0,Washington,10,2
placed on il with sore right knee,2019-11-06,2019-11-10,4.0,joint,short,Terrence Ross,2022,F-G,6-6,206.0,Washington,10,3
placed on il with right hamstring injury,2020-12-31,2021-01-02,2.0,muscle,short,Terrence Ross,2022,F-G,6-6,206.0,Washington,10,4
placed on il with sore right knee,2021-03-21,2021-03-30,9.0,joint,medium,Terrence Ross,2022,F-G,6-6,206.0,Washington,10,5
placed on il with left foot injury  sprained left ankle cbc,2010-03-24,2010-03-26,2.0,joint,short,Terrence Williams,2013,F,6-6,220.0,Louisville,4,0
placed on il with lower abdominal strain,2010-11-09,2010-11-17,8.0,muscle,medium,Terrence Williams,2013,F,6-6,220.0,Louisville,4,1
placed on il with strained left groin,1999-12-17,2000-01-25,39.0,muscle,medium,Terry Cummings,2000,F,6-9,220.0,DePaul,18,0
placed on il with strained right rotator cuff,2000-02-01,,,muscle,unknown,Terry Cummings,2000,F,6-9,220.0,DePaul,18,1
placed on il with strained left calf,2001-04-04,,,muscle,unknown,Terry Davis,2001,F-C,6-9,225.0,Virginia Union University,12,0
